Country,Origin,Total Deaths,Total Damages ('000 US$)
Iran (Islamic Republic of),Heavy rain,22,NA
Romania,Heavy rain,108,50000
France,NA,NA,NA
India,NA,125,NA
Spain,NA,NA,NA
Ethiopia,NA,13,NA
France,NA,20,NA
France,NA,NA,772000
United Kingdom of Great Britain and Northern Ireland (the),NA,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,48,900000
Ghana,Heavy rain,5,NA
Ghana,NA,20,NA
Greece,NA,5,NA
Guatemala,NA,23,NA
Guatemala,NA,180,NA
Hong Kong,NA,22,10000
Indonesia,NA,NA,NA
Indonesia,NA,28,18000
Indonesia,NA,NA,1000
Indonesia,NA,97,NA
Indonesia,Heavy rain,15,14800
Indonesia,NA,33,NA
Indonesia,NA,55,NA
Indonesia,NA,48,NA
Indonesia,NA,35,NA
Indonesia,NA,41,NA
Indonesia,NA,115,NA
India,Tropical cyclone,59,NA
India,Tropical cyclone,30,NA
India,Heavy rain,72,100000
India,Monsoon rains,99,118000
India,Monsoonal rain,84,40000
India,NA,185,NA
Ireland,NA,NA,4000
Iran (Islamic Republic of),NA,NA,NA
Iran (Islamic Republic of),Heavy rain,6,28000
Iran (Islamic Republic of),Heavy rains,28,404000
Iran (Islamic Republic of),NA,NA,1400
Iran (Islamic Republic of),NA,22,NA
Iraq,NA,20,NA
Israel,NA,5,NA
Italy,NA,NA,NA
Jamaica,Brief torrential rain,15,30000
Jordan,NA,8,NA
Jordan,NA,2,NA
Japan,NA,43,10000
Japan,NA,11,5000
Japan,NA,NA,81500
Japan,NA,6,NA
Japan,NA,18,NA
Japan,NA,66,10000000
Kenya,NA,26,NA
Kenya,NA,NA,NA
Cambodia,Heavy rain,100,150000
Korea (the Republic of),NA,72,310000
Lao People's Democratic Republic (the),NA,NA,NA
Lao People's Democratic Republic (the),NA,NA,1000
Lao People's Democratic Republic (the),NA,NA,150
Sri Lanka,Monsoonal rain,27,30000
Madagascar,NA,36,NA
Maldives,NA,NA,30000
Mexico,NA,52,NA
Mexico,NA,13,NA
Mexico,NA,NA,2000
Marshall Islands (the),NA,NA,NA
Mali,NA,NA,NA
Myanmar,NA,NA,NA
Myanmar,NA,23,79840
Mongolia,NA,6,NA
Mauritania,NA,4,NA
Mauritius,NA,NA,NA
Malaysia,NA,263,NA
Niger (the),NA,224,NA
Niger (the),NA,2618,NA
Nigeria,NA,7289,NA
Nigeria,NA,400,NA
Nicaragua,NA,NA,80000
Nicaragua,NA,2,NA
Nepal,NA,1334,NA
Nepal,NA,51,NA
Nepal,NA,6,NA
New Zealand,NA,NA,NA
New Zealand,NA,NA,NA
New Zealand,NA,NA,NA
Pakistan,NA,300,10000
Pakistan,NA,24,NA
Pakistan,NA,25,NA
Pakistan,NA,523,NA
Panama,NA,NA,NA
Panama,NA,43,NA
Peru,NA,53,NA
Peru,NA,25,NA
Peru,NA,1726,NA
Peru,NA,8000,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,10,NA
Philippines (the),NA,10,1300
Philippines (the),NA,2,NA
Philippines (the),NA,65,90000
Philippines (the),NA,47,85000
Philippines (the),NA,4,NA
Philippines (the),NA,9,NA
Papua New Guinea,Heavy rains,200,NA
Portugal,NA,NA,NA
Romania,NA,NA,NA
India,NA,60,NA
Philippines (the),NA,42,NA
Pakistan,NA,55,NA
Jordan,NA,15,400000
Mexico,NA,50,78000
Iran (Islamic Republic of),Heavy rains,NA,500300
Lebanon,NA,25,155000
Georgia,NA,1,NA
Hong Kong,Heavy rain,5,50000
India,Monsoonal rain,500,57850
Iran (Islamic Republic of),NA,5,NA
Kyrgyzstan,NA,54,130000
Philippines (the),"Volcanic activity, tropical rainstorms and ash from the eruptions",60,74200
Indonesia,NA,2500,100000
Nicaragua,NA,179,25000
Haiti,NA,NA,NA
Philippines (the),NA,22,NA
Ethiopia,NA,NA,NA
Fiji,NA,1,1600
France,Brief torrential rains,47,400000
France,Heavy rain,3,NA
France,NA,20,NA
France,NA,1,NA
Guatemala,NA,NA,NA
Guatemala,NA,206,NA
Guam,NA,1,300000
Hong Kong,NA,NA,219700
Hong Kong,NA,2,NA
Hungary,NA,NA,384000
Indonesia,NA,NA,NA
Indonesia,NA,75,5400
Indonesia,NA,57,NA
India,NA,51,182100
India,monsoonal rain,16,NA
India,NA,86,NA
India,NA,60,NA
India,NA,25,NA
India,NA,275,NA
India,NA,179,69000
Iran (Islamic Republic of),NA,63,2969100
Iran (Islamic Republic of),NA,NA,NA
Israel,NA,NA,550000
Italy,Heavy rain,2,10000
Italy,Heavy rain,NA,687300
Japan,NA,NA,NA
Japan,NA,NA,NA
Japan,NA,11,NA
Japan,NA,NA,NA
Kyrgyzstan,NA,4,31000
Cambodia,NA,50,NA
Cambodia,NA,NA,NA
Korea (the Republic of),NA,NA,NA
Korea (the Republic of),NA,5,NA
Lao People's Democratic Republic (the),NA,10,21828
Lao People's Democratic Republic (the),NA,22,3650
Lao People's Democratic Republic (the),NA,143,NA
Sri Lanka,Monssonal rain,14,250000
Sri Lanka,NA,1,2750
Lithuania,NA,NA,52900
Mexico,NA,3,3000
Mexico,NA,30,NA
Myanmar,NA,5,55115
Mozambique,NA,587,NA
Malawi,NA,NA,NA
Malawi,NA,NA,NA
Nigeria,NA,18,NA
Nigeria,NA,100,NA
Nicaragua,NA,1,NA
Netherlands (the),NA,NA,NA
Netherlands (the),NA,NA,27600
Norway,NA,NA,NA
Nepal,NA,56,6200
Nepal,NA,640,NA
New Zealand,NA,NA,51500
New Zealand,NA,NA,100000
New Zealand,NA,NA,NA
Pakistan,NA,4,NA
Pakistan,NA,36,NA
Pakistan,Monsoonal rain,1334,1000000
Pakistan,NA,112,230
Panama,NA,12,10000
Panama,NA,57,NA
Peru,NA,NA,NA
Peru,NA,690,NA
Peru,El Nino,NA,250000
Philippines (the),NA,NA,NA
Philippines (the),NA,11,NA
Philippines (the),NA,70,NA
Philippines (the),NA,26,NA
Philippines (the),NA,19,NA
Philippines (the),NA,NA,NA
Papua New Guinea,NA,NA,NA
Papua New Guinea,NA,NA,NA
Poland,NA,35,NA
Puerto Rico,Heavy rain,18,200000
Paraguay,NA,NA,NA
Russian Federation (the),NA,NA,48100
Russian Federation (the),NA,NA,2600
Mexico,Heavy rain,20,95400
Japan,NA,239,1000000
Guam,NA,NA,120000
Eritrea,NA,NA,NA
Haiti,NA,NA,NA
Iran (Islamic Republic of),Heavy rain,407,1000000
Japan,NA,2,358000
Nepal,NA,1048,200000
Peru,NA,6,NA
Papua New Guinea,NA,53,5000
Russian Federation (the),Heavy rain and Snowmelt,125,34000
France,NA,2,50000
Sri Lanka,Monsoonal rain,8,310
France,NA,10,500000
Italy,NA,8,625000
Macedonia (the former Yugoslav Republic of),NA,NA,NA
Eritrea,NA,3,5165
Ethiopia,NA,NA,NA
Ethiopia,NA,2,NA
Fiji,NA,21,100000
France,NA,4,600000
United Kingdom of Great Britain and Northern Ireland (the),NA,4,150000
United Kingdom of Great Britain and Northern Ireland (the),NA,NA,37000
Guinea,NA,NA,NA
Guinea-Bissau,NA,NA,NA
Greece,NA,1,NA
Greece,NA,NA,NA
Hong Kong,NA,1,790
Hong Kong,NA,4,120
Hong Kong,NA,NA,NA
Hong Kong,NA,1,6000
Hong Kong,NA,2,800
Hong Kong,NA,NA,NA
Hong Kong,NA,NA,195000
Honduras,NA,39,57600
Honduras,Brief torrential rain,374,56700
Haiti,NA,13,NA
Indonesia,NA,1,NA
Indonesia,NA,2,NA
Indonesia,Brief torrential rain,72,NA
Indonesia,Monsoonal rain,59,19301
India,NA,9748,280000
India,NA,NA,NA
India,Brief torrential rain,35,NA
India,Heavy rain,260,500000
India,NA,NA,NA
India,NA,175,NA
India,NA,20,NA
India,NA,61,100000
India,NA,125,NA
India,NA,NA,NA
India,NA,NA,NA
India,NA,827,7000000
Ireland,NA,3,38000
Iran (Islamic Republic of),NA,NA,15000
Iran (Islamic Republic of),NA,24,NA
Iran (Islamic Republic of),NA,NA,NA
Iran (Islamic Republic of),NA,4,17300
Iran (Islamic Republic of),NA,370,209000
Jamaica,NA,9,11000
Japan,NA,18,NA
Japan,NA,1,NA
Japan,NA,56,210000
Japan,NA,48,1300000
Japan,NA,47,450000
Japan,NA,27,NA
Japan,NA,NA,NA
Kazakhstan,Snowmelt and Heavy rains,10,36532
Korea (the Republic of),NA,11,108700
Korea (the Republic of),NA,32,29393
Lao People's Democratic Republic (the),NA,8,302151
Sri Lanka,Heavy rain,NA,NA
Sri Lanka,NA,65,NA
Lithuania,NA,6,4600
Luxembourg,NA,NA,10000
Macao,NA,NA,NA
Macao,NA,NA,NA
Macao,NA,NA,NA
Macao,NA,NA,NA
Mexico,NA,NA,2500
Mexico,NA,NA,NA
Mexico,Brief torrential rain,45,NA
Mexico,NA,30,NA
Mexico,NA,7,1670000
Mexico,NA,NA,NA
Mexico,NA,1,NA
Mongolia,NA,7,10000
Mauritania,NA,NA,NA
Martinique,NA,2,NA
Malaysia,NA,72,NA
Malaysia,Monsoonal rain,30,NA
Nicaragua,NA,37,NA
Netherlands (the),Brief torrential rain,1,53000
Norway,NA,NA,3000
Nepal,NA,NA,NA
Nepal,NA,28,NA
Pakistan,NA,36,NA
Pakistan,NA,22,NA
Pakistan,NA,609,NA
Pakistan,NA,15,NA
Pakistan,NA,NA,NA
Peru,NA,80,NA
Philippines (the),NA,79,488
Philippines (the),Monsoonal rain,23,37000
Philippines (the),Heavy rain,25,NA
Philippines (the),NA,21,NA
Philippines (the),NA,2,442
Philippines (the),NA,124,188000
Philippines (the),NA,311,50000
Philippines (the),NA,1,2000
Philippines (the),NA,52,17000
Philippines (the),NA,5,2600
Philippines (the),NA,28,40000
Papua New Guinea,NA,15,1500
Papua New Guinea,NA,NA,2500
Korea (the Democratic People's Republic of),NA,6,110000
Réunion,NA,14,NA
Romania,NA,NA,NA
Romania,NA,3,NA
Russian Federation (the),NA,13,NA
Indonesia,NA,207,170476
Iran (Islamic Republic of),NA,3,NA
France,NA,10,5000
United Kingdom of Great Britain and Northern Ireland (the),NA,3,90000
Indonesia,NA,7,NA
Indonesia,NA,7,NA
Indonesia,Heavy rain,4,1900
Iran (Islamic Republic of),NA,9,1400
Kyrgyzstan,NA,111,36000
Madagascar,NA,200,10000
Madagascar,NA,12,200
Madagascar,NA,NA,NA
Mozambique,NA,240,NA
Mauritius,NA,2,135400
Netherlands (the),NA,NA,2000
Peru,NA,52,50000
Philippines (the),NA,4,NA
Philippines (the),NA,15,NA
Philippines (the),NA,62,2400
Poland,NA,1,1000
South Africa,NA,NA,NA
Tunisia,NA,NA,NA
Solomon Islands,NA,1,NA
Somalia,NA,NA,NA
Togo,NA,50,NA
Turkey,NA,13,NA
"Tanzania, United Republic of",NA,NA,NA
United States of America (the),NA,NA,NA
Vanuatu,NA,1,NA
Vanuatu,NA,NA,NA
Rwanda,NA,237,NA
Soviet Union,NA,274,24800
Soviet Union,NA,52,423000
Taiwan (Province of China),NA,13,NA
Viet Nam,NA,751,21000
Togo,NA,NA,NA
El Salvador,NA,10,NA
Somalia,NA,NA,NA
Somalia,NA,34,NA
Sao Tome and Principe,NA,31,NA
Soviet Union,NA,NA,NA
Soviet Union,Heavy rains,17,640000
Soviet Union,Heavy rains,46,NA
Thailand,NA,458,452000
"Tanzania, United Republic of",NA,10,NA
Uganda,NA,156,NA
United States of America (the),NA,27,NA
United States of America (the),NA,62,5600000
United States of America (the),NA,5,NA
United States of America (the),NA,51,7000000
United States of America (the),NA,NA,500000
United States of America (the),NA,NA,NA
United States of America (the),NA,2,NA
United States of America (the),NA,84,NA
United States of America (the),NA,23,380000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,5,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
Venezuela (Bolivarian Republic of),NA,NA,NA
Venezuela (Bolivarian Republic of),NA,37,NA
Virgin Island (U.S.),NA,NA,21800
Viet Nam,NA,104,NA
Viet Nam,NA,104,NA
Samoa,NA,NA,15500
Yemen P Dem Rep,NA,25,33000
Yemen Arab Rep,NA,38,NA
Congo (the Democratic Republic of the),NA,NA,NA
Zambia,NA,NA,NA
United States of America (the),NA,15,100000
United States of America (the),NA,13,500000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
Sudan (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,10,NA
United States of America (the),Heavy rain,3,45000
Zimbabwe,NA,NA,50000
Sudan (the),NA,NA,NA
Soviet Union,NA,4,NA
Soviet Union,NA,1,NA
Soviet Union,NA,NA,NA
Soviet Union,NA,NA,NA
Soviet Union,"Rain, snowmelt",14,118600
Soviet Union,Heavy rain,5,59300
Soviet Union,Earthquake,43,NA
Soviet Union,NA,NA,NA
Sweden,NA,NA,5000
Sweden,NA,NA,5000
Swaziland,NA,NA,1739
Turks and Caicos Islands (the),NA,NA,NA
Thailand,NA,36,50000
Tajikistan,Heavy rains,NA,NA
Tokelau,NA,NA,2400
Tonga,NA,1,2500
Trinidad and Tobago,NA,NA,NA
Tunisia,Heavy rains,37,242800
Turkey,Heavy rain,51,150000
Turkey,Heavy rain,18,NA
Tuvalu,NA,NA,NA
Taiwan (Province of China),NA,5,NA
Taiwan (Province of China),NA,NA,NA
"Tanzania, United Republic of",Heavy rains,183,280
"Tanzania, United Republic of",NA,200,NA
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",NA,6,NA
Uganda,NA,NA,NA
Uganda,NA,NA,NA
Uganda,NA,197,NA
United States of America (the),NA,21,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,24,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,35000
United States of America (the),NA,NA,12700
United States of America (the),NA,NA,NA
United States of America (the),Brief torrential rain,NA,NA
United States of America (the),Heavy rain,NA,NA
United States of America (the),NA,NA,40000
United States of America (the),NA,11,NA
United States of America (the),NA,3,NA
United States of America (the),NA,35,NA
United States of America (the),NA,79,NA
Venezuela (Bolivarian Republic of),NA,74,NA
Viet Nam,Heavy rain,82,725
Viet Nam,NA,19,NA
Viet Nam,NA,68,NA
Viet Nam,NA,15,NA
Viet Nam,NA,200,NA
Vanuatu,NA,NA,NA
Vanuatu,NA,NA,NA
Vanuatu,NA,NA,NA
Samoa,NA,8,200000
Yugoslavia,NA,NA,766100
Yugoslavia,NA,NA,1000000
South Africa,NA,2,393000
South Africa,NA,10,NA
South Africa,NA,NA,1000000
Congo (the Democratic Republic of the),Heavy rain,23,NA
Zambia,NA,85,NA
Zambia,NA,NA,NA
Soviet Union,NA,270,1700000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
Soviet Union,NA,41,24000
Soviet Union,NA,3,NA
Viet Nam,Monsoonal rain,38,3200
United States of America (the),NA,33,1000000
Rwanda,NA,32,NA
Sudan (the),NA,12,NA
Sudan (the),NA,NA,NA
El Salvador,NA,155,NA
Soviet Union,NA,NA,NA
Soviet Union,NA,1,NA
Soviet Union,NA,50,NA
Soviet Union,Heavy rain,2,22000
Soviet Union,NA,NA,2000000
Chad,NA,39,NA
Chad,NA,1262,NA
Thailand,NA,16,NA
Thailand,NA,38,8323
Thailand,NA,NA,NA
Thailand,NA,1,1478
Turkey,Brief torrential rain,42,25000
Turkey,NA,1,NA
Taiwan (Province of China),NA,33,NA
"Tanzania, United Republic of",NA,290,NA
"Tanzania, United Republic of",NA,284,NA
Uganda,NA,100,NA
Uruguay,NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,15,NA
United States of America (the),NA,NA,30000
United States of America (the),NA,2,33500
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,18,1500000
United States of America (the),NA,2,NA
United States of America (the),NA,2,NA
United States of America (the),NA,2,NA
United States of America (the),NA,26,2500000
United States of America (the),NA,NA,1000000
United States of America (the),NA,NA,335000
United States of America (the),NA,17,30000
United States of America (the),NA,NA,NA
United States of America (the),NA,15,850000
Venezuela (Bolivarian Republic of),NA,18,NA
Viet Nam,NA,21,5000
Viet Nam,Heavy rain,136,38500
Viet Nam,NA,17,9500
Viet Nam,NA,21,NA
Viet Nam,NA,251,1000
Viet Nam,NA,8,NA
Samoa,NA,13,278000
Yemen,NA,10,NA
Yemen,NA,NA,NA
South Africa,NA,5,NA
Congo (the Democratic Republic of the),NA,500,NA
Zambia,NA,NA,NA
United States of America (the),NA,6,5000000
Turkey,NA,653,750000
Uzbekistan,NA,9,NA
Viet Nam,NA,200,NA
Russian Federation (the),NA,31,NA
Solomon Islands,NA,NA,NA
El Salvador,Heavy rain,2,NA
El Salvador,NA,NA,NA
Serbia Montenegro,NA,1,NA
Swaziland,NA,30,NA
Thailand,NA,3,NA
Thailand,NA,NA,NA
Thailand,NA,NA,NA
Thailand,NA,3,NA
Tajikistan,NA,12,NA
Tajikistan,Heavy rains,243,24100
Tajikistan,NA,1346,300000
Turkey,NA,261,NA
Taiwan (Province of China),NA,8,35000
Uganda,NA,50,NA
Ukraine,NA,NA,1600
Uruguay,NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,27,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,75000
United States of America (the),NA,1,100000
United States of America (the),NA,NA,100000
United States of America (the),NA,44,26500000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,85000
United States of America (the),NA,NA,90000
United States of America (the),NA,8,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,12,3000000
Uzbekistan,NA,1,NA
Saint Vincent and the Grenadines,Tropical cyclone,3,NA
Venezuela (Bolivarian Republic of),NA,32,NA
Viet Nam,Tropical cyclone,1,NA
Viet Nam,Heavy rain,55,47700
Viet Nam,NA,14,400
Viet Nam,NA,17,18000
Vanuatu,NA,2,NA
Vanuatu,NA,NA,NA
Congo (the Democratic Republic of the),NA,9,NA
Zambia,NA,NA,NA
Zimbabwe,NA,258,NA
Venezuela (Bolivarian Republic of),NA,100,4500
Tajikistan,NA,5,149000
Trinidad and Tobago,Brief torrential rain,5,70
Russian Federation (the),NA,239,NA
Russian Federation (the),NA,60,NA
Russian Federation (the),NA,41,NA
Russian Federation (the),NA,NA,NA
Sudan (the),NA,3,NA
Sudan (the),NA,21,200
Senegal,NA,NA,NA
Solomon Islands,NA,4,NA
El Salvador,NA,22,NA
Chad,NA,NA,NA
Thailand,Brief torrential rain,23,1261000
Thailand,NA,NA,2000
Thailand,NA,4,106900
Thailand,NA,NA,25070
Thailand,NA,4,319850
Thailand,NA,14,400100
Turkmenistan,NA,NA,99870
Trinidad and Tobago,NA,NA,57
Turkey,NA,135,NA
Tuvalu,NA,NA,NA
"Tanzania, United Republic of",NA,54,3510
"Tanzania, United Republic of",NA,NA,NA
Ukraine,Heavy rain,4,80000
Ukraine,Heavy rain,5,159000
Uruguay,NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,7,125000
United States of America (the),NA,3,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,3,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,2,7500
United States of America (the),Brief torrential rain,NA,NA
United States of America (the),Heavy rain,48,12000000
United States of America (the),Snowmelt,2,NA
United States of America (the),Heavy rain,43,100000
United States of America (the),NA,1,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,3,NA
United States of America (the),NA,48,NA
United States of America (the),NA,3,1000000
United States of America (the),NA,100,NA
United States of America (the),NA,5,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,190000
United States of America (the),NA,4,NA
United States of America (the),NA,NA,NA
United States of America (the),NA,270,5000000
United States of America (the),NA,NA,NA
Viet Nam,NA,3,NA
Viet Nam,Brief torrential rain,64,10000
Viet Nam,NA,130,15000
Viet Nam,NA,73,50000
Vanuatu,NA,4,6000
Wallis and Futuna,NA,5,NA
Yemen,Heavy rain,31,1500
South Africa,Heavy rain,12,NA
South Africa,NA,7,NA
United States of America (the),NA,60,30000000
Uganda,NA,7,70000
Bolivia (Plurinational State of),NA,5,NA
China,Heavy rain,95,161000
United States of America (the),NA,69,NA
China,NA,1174,1150000
Somalia,NA,100,NA
Turkey,NA,NA,NA
"Tanzania, United Republic of",Heavy rain,31,NA
United States of America (the),NA,44,NA
United States of America (the),NA,NA,NA
Afghanistan,NA,160,NA
Argentina,NA,24,NA
Australia,NA,2,NA
Australia,NA,2,77600
Australia,NA,NA,NA
Australia,NA,22,NA
Australia,NA,5,NA
Australia,NA,NA,NA
Australia,NA,NA,NA
Australia,NA,1,NA
Belgium,NA,NA,NA
Benin,NA,NA,NA
Burkina Faso,NA,22,NA
Bangladesh,NA,12,NA
Bangladesh,Monsoonal rain,3,NA
Bangladesh,NA,61,NA
Bangladesh,NA,40,2500
Bangladesh,NA,29,NA
Bangladesh,NA,20,NA
Bangladesh,NA,15,NA
Bangladesh,NA,40,NA
Bolivia (Plurinational State of),NA,NA,NA
Brazil,NA,NA,21000
Brazil,NA,NA,70000
Brazil,NA,NA,475000
Brazil,NA,NA,NA
Bhutan,NA,22,NA
Bhutan,NA,17,NA
Canada,NA,NA,3000
Canada,NA,NA,NA
Canada,NA,NA,NA
China,NA,1,NA
China,NA,NA,NA
China,NA,NA,NA
China,Heavy rain,1001,5460000
China,Hevay rain,258,1810000
China,Heavy rain,128,1000
China,Heavy rain,41,95000
China,NA,41,12100
China,NA,48,NA
China,NA,90,700000
China,NA,74,700
China,NA,47,96300
China,NA,104,NA
China,NA,NA,13755200
China,NA,NA,NA
China,NA,101,200000
Cameroon,Heavy rain,6,NA
Azerbaijan,Heavy rain,NA,6700
Burkina Faso,NA,NA,NA
Bangladesh,NA,250,200000
Bangladesh,Heavy rain,41,300
China,NA,54,36100
Afghanistan,NA,10,NA
Afghanistan,NA,354,NA
Afghanistan,NA,17,NA
Angola,NA,NA,NA
Albania,NA,NA,NA
Albania,NA,4,NA
Netherlands Antilles,NA,2,1000000
Argentina,NA,NA,NA
Argentina,NA,NA,NA
Argentina,NA,NA,NA
Argentina,NA,6,NA
Antigua and Barbuda,NA,2,350000
Australia,NA,NA,18700
Australia,NA,7,98000
Australia,NA,1,NA
Australia,NA,1,84000
Australia,NA,NA,28000
Austria,NA,2,200
Azerbaijan,NA,NA,5500
Azerbaijan,NA,5,4000
Belgium,NA,6,100000
Benin,NA,20,3100
Bangladesh,NA,6,NA
Bangladesh,NA,50,NA
Bangladesh,NA,50,NA
Bangladesh,Monsoonal rain,400,175000
Bangladesh,NA,172,NA
Bangladesh,NA,120,NA
Bangladesh,NA,350,NA
Bangladesh,NA,525,800000
Bangladesh,NA,50,NA
Bahamas (the),NA,NA,400
Belarus,NA,13,NA
Belize,NA,NA,500
Brazil,NA,92,3000
Brazil,NA,86,NA
Brazil,NA,2,NA
Brazil,NA,42,NA
Brazil,NA,2,NA
Brazil,NA,16,NA
Barbados,NA,NA,NA
Botswana,NA,20,NA
Central African Republic,NA,NA,NA
Central African Republic,NA,NA,NA
Canada,NA,2,100000
Canada,NA,NA,89500
Canada,NA,NA,NA
Canada,NA,NA,73300
Chile,NA,3,1660
Chile,NA,2,10000
Chile,NA,28,NA
China,NA,4,NA
China,NA,NA,240
China,NA,11,36100
China,NA,46,80000
China,NA,14,NA
China,Typhoon Gali,120,NA
China,Heavy rain,1437,6720000
China,NA,61,NA
China,NA,37,NA
China,NA,445,87000
China,NA,29,NA
China,NA,NA,12800
China,NA,26,160000
China,NA,152,120200
Côte d’Ivoire,NA,150,NA
Brazil,Heavy rains,15,NA
Canada,Heavy rains,10,729600
China,NA,38,100000
China,NA,266,200000
Afghanistan,NA,NA,NA
Afghanistan,Heavy rains,70,NA
Albania,NA,7,NA
Australia,NA,1,140000
Australia,NA,1,131000
